DigitalOrderItemId,DeliveryPacketId,AffectedItemQuantity,TransactionAmount,BaseCurrencyCode,ClaimCode,FXTransactionAmount,FXCurrencyCode,MonetaryComponentTypeCode,OfferTypeCode
QQKOSVKLHI1J6A0HNJ4C6VLKT9LDO6SLBQSLHFMRRHAL5LFJJJ10,84FAOTJN08E8CSCEF1KF02C7G0QD46MO8ITV89FL5U587FBG8JSG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
19K7M5UHHOH6TGH0ARKHIJUAP4GQH93I5EO9VDSFQH47QEH86N0G,0C0SUJVPJKE54IQ24784B7AR2N629V1ECU88EFMNT2FED8BKP500,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
19K7M5UHHOH6TGH0ARKHIJUAP4GQH93I5EO9VDSFQH47QEH86N0G,0C0SUJVPJKE54IQ24784B7AR2N629V1ECU88EFMNT2FED8BKP500,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
HEIJC7MDP7D5DNUB08JLE24SBN3Q58ITSLNIHNG107RLG4V25CJG,7GM8S3KTHMQFQS9QGB97K68BJJ54TPL2IMG5FCIANQSE7QB9728G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
HEIJC7MDP7D5DNUB08JLE24SBN3Q58ITSLNIHNG107RLG4V25CJG,7GM8S3KTHMQFQS9QGB97K68BJJ54TPL2IMG5FCIANQSE7QB9728G,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
8U15DGPFC00NLTM448U8DHGQIQPGII692DL6GGSEF7V3UGV40IJG,V695OS3V53KKONCNTMMU01QLRIR8A7SDI4HHNF5IP9FCLBKK48NG,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
8U15DGPFC00NLTM448U8DHGQIQPGII692DL6GGSEF7V3UGV40IJG,V695OS3V53KKONCNTMMU01QLRIR8A7SDI4HHNF5IP9FCLBKK48NG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
7EEV9CCC1IQO6TV8LSD7M8V5C2SP4777KDP27UV8G0QK0MDIGN0G,BELRBR2C2SK5GEMV9LET5TPOOA7556CG5FURBALEB3HGBU9EHR2G,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
7EEV9CCC1IQO6TV8LSD7M8V5C2SP4777KDP27UV8G0QK0MDIGN0G,BELRBR2C2SK5GEMV9LET5TPOOA7556CG5FURBALEB3HGBU9EHR2G,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
R9J593QRFNCOIC6ATF85OUUN3ON1HKFF508KVVFHQ8RPU4FKQ6M0,CFT2PK0TNDNBJ5SJEORD5HTDLAERJLQ5VM45A3DKDAAAKK76THS0,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
R9J593QRFNCOIC6ATF85OUUN3ON1HKFF508KVVFHQ8RPU4FKQ6M0,CFT2PK0TNDNBJ5SJEORD5HTDLAERJLQ5VM45A3DKDAAAKK76THS0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
UOLBQ6HV7DBFG62A1543I3S56DM5NFJMQ2K0F450NFGH8V5S3QHG,PLP74HCS7H1VRE0IV1F6V0EH9AHA4GCLV8AREK3MUDCN44H1JN6G,1,139.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
UOLBQ6HV7DBFG62A1543I3S56DM5NFJMQ2K0F450NFGH8V5S3QHG,PLP74HCS7H1VRE0IV1F6V0EH9AHA4GCLV8AREK3MUDCN44H1JN6G,1,14.25,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
AF5U7J0GSCGIHO6I6THQFH0DK4S3L01RCBN2MTFB071DN20S8V8G,LOIF8EBUIQ1700KS5MDHVS5S4DC3VT75J9B0JU11RAJ8O8T4AUR0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
AF5U7J0GSCGIHO6I6THQFH0DK4S3L01RCBN2MTFB071DN20S8V8G,LOIF8EBUIQ1700KS5MDHVS5S4DC3VT75J9B0JU11RAJ8O8T4AUR0,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
PPD7T0L450LMHOFSAM9MKO1UNIVJBLKDRRT6AV2THC2KFS2A5T70,G8TA9923B9KE4NA28ICSC4489EDAG6CFUSUKS2BL36PCLP2CLPJ0,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
PPD7T0L450LMHOFSAM9MKO1UNIVJBLKDRRT6AV2THC2KFS2A5T70,G8TA9923B9KE4NA28ICSC4489EDAG6CFUSUKS2BL36PCLP2CLPJ0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
SII6MVDCNMLMB0662GPRUNMK9P97Q13D12KF4619N0U39HQGDC0G,K50KDIHQ21JI77MPFEVA40VGCHINA7GNOSPJEULNQORKOFL53P40,1,7.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
SII6MVDCNMLMB0662GPRUNMK9P97Q13D12KF4619N0U39HQGDC0G,K50KDIHQ21JI77MPFEVA40VGCHINA7GNOSPJEULNQORKOFL53P40,1,0.82,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
BOEEBFG2J9EJJMJDKBID81UAR7HHPID8RD58UKUCKNUDJE04IK9G,ELCRHMIO3496CBHU2PDF78U91OQ7VEE9L3ESR7V4V1G6QM751BE0,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
BOEEBFG2J9EJJMJDKBID81UAR7HHPID8RD58UKUCKNUDJE04IK9G,ELCRHMIO3496CBHU2PDF78U91OQ7VEE9L3ESR7V4V1G6QM751BE0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
HANE5RG2G2A94O8THS4OT765EOPBD6J0GOHVA4KOFIGNAN6JLB30,PI7EFU15VDOE25NCDB7LTCGRQH0VFDQC4UHA79QVBNUTQBBO4BV0,1,59.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
HANE5RG2G2A94O8THS4OT765EOPBD6J0GOHVA4KOFIGNAN6JLB30,PI7EFU15VDOE25NCDB7LTCGRQH0VFDQC4UHA79QVBNUTQBBO4BV0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
UIE0CE8EH27RJ30FOEVJSB3ECVF8EV3PHGBOK3AJP911LQ9VETDG,4UGFOJIUS89S9GLB5SGL2PL6UI2HH7FSMMEUP1CIIG5M686HSGEG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
UIE0CE8EH27RJ30FOEVJSB3ECVF8EV3PHGBOK3AJP911LQ9VETDG,4UGFOJIUS89S9GLB5SGL2PL6UI2HH7FSMMEUP1CIIG5M686HSGEG,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
Q2CU1I81JIEVSPP7R7DL2EON95VTH69GHCLC7PLICA1IHVBPNA4G,LDIO556VC6N4RF1H3MJLMNUGQE1HJQ0FRHR4HGH8B8EQ4JEDGH50,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
Q2CU1I81JIEVSPP7R7DL2EON95VTH69GHCLC7PLICA1IHVBPNA4G,LDIO556VC6N4RF1H3MJLMNUGQE1HJQ0FRHR4HGH8B8EQ4JEDGH50,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
0OGGTJMGSMP6CP1U1TDCMPFO9C5GD4J3Q0O7C4VK8AA76VHUSAD0,0RMR4GIHRSP35LJTA3JCO2TFFK51QI0IDPNC2OBTDANLV0S21F4G,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
0OGGTJMGSMP6CP1U1TDCMPFO9C5GD4J3Q0O7C4VK8AA76VHUSAD0,0RMR4GIHRSP35LJTA3JCO2TFFK51QI0IDPNC2OBTDANLV0S21F4G,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
QKBJTV9HDJB4SJTRLBM268UUH5CHVQ30KU85153JF17GKPTGJO50,4GUVMHI6FCAQ8VJ4O9M7F6ALDD4VTIBP20LFKM7NH9OOSSRH6P5G,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
QKBJTV9HDJB4SJTRLBM268UUH5CHVQ30KU85153JF17GKPTGJO50,4GUVMHI6FCAQ8VJ4O9M7F6ALDD4VTIBP20LFKM7NH9OOSSRH6P5G,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LVMV7R9GUB1RFCFQTCS44VD04GIJFHLE2BE1UV84B4QBBANKBOTG,DDMNDA8BL56791PVPS21I79J7OIPLEUDKNI3E0QL9JA5MLO5EOBG,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LVMV7R9GUB1RFCFQTCS44VD04GIJFHLE2BE1UV84B4QBBANKBOTG,DDMNDA8BL56791PVPS21I79J7OIPLEUDKNI3E0QL9JA5MLO5EOBG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
TVBE95B0NG4UI4KML5LIGQGFT9JL83FE1SNACMF68MGDV39QCSCG,ORDDI30J4B2G8U3DP7PRBBD8JJ9ND6574RH6P1UM57IB1DCJO0SG,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
TVBE95B0NG4UI4KML5LIGQGFT9JL83FE1SNACMF68MGDV39QCSCG,ORDDI30J4B2G8U3DP7PRBBD8JJ9ND6574RH6P1UM57IB1DCJO0SG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
BJDVO6FPS0BGDONM0GFTE3356DBLT7N4VDKIS11VQ48LITT4P0BG,BPHJJFJRFEQKFGINBB8R39V44QG7ERF6OOT7VBT6KI7V6JCECOCG,1,14.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
BJDVO6FPS0BGDONM0GFTE3356DBLT7N4VDKIS11VQ48LITT4P0BG,BPHJJFJRFEQKFGINBB8R39V44QG7ERF6OOT7VBT6KI7V6JCECOCG,1,1.54,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
F0GVLK10H78S628Q7B9TLTQFE08KNA6FUCKIBL9BIL3D2JGE3G8G,I8OQ6C5J6CU9TPBQCTB8H77H682U136M8KOHGFOINI43K1PM83I0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
F0GVLK10H78S628Q7B9TLTQFE08KNA6FUCKIBL9BIL3D2JGE3G8G,I8OQ6C5J6CU9TPBQCTB8H77H682U136M8KOHGFOINI43K1PM83I0,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
U9DRV9ULD5KQ27330MTTN9TGVL19ELGSIJ1T9C0CL455SH5I95V0,NCUFHSB93GPV4E6RE65K1OV2MS02KBUQIKFOK6DDV9KQM5ATLEN0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
U9DRV9ULD5KQ27330MTTN9TGVL19ELGSIJ1T9C0CL455SH5I95V0,NCUFHSB93GPV4E6RE65K1OV2MS02KBUQIKFOK6DDV9KQM5ATLEN0,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
DG41CEHO0UU1CBS5I1RS2PF9KMQL485L38TIICIH3JVSC89T17A0,O261M782DA1B6164R3RA2K098CJSKJCA0B24V02BHTJ3QNJD2Q40,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
DG41CEHO0UU1CBS5I1RS2PF9KMQL485L38TIICIH3JVSC89T17A0,O261M782DA1B6164R3RA2K098CJSKJCA0B24V02BHTJ3QNJD2Q40,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
P36KHPIJ1INUO6DK3OHIJB9AHTU8G9TIKHMOVCIJ17HP87JAB6O0,6L00RNNSJBIOCFC3HMNL2V2J2004FF1B02F2TQH4D2V41N0JAPT0,1,7.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
P36KHPIJ1INUO6DK3OHIJB9AHTU8G9TIKHMOVCIJ17HP87JAB6O0,6L00RNNSJBIOCFC3HMNL2V2J2004FF1B02F2TQH4D2V41N0JAPT0,1,0.82,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
N2E6SRGF5F7N2BRO3NARPSFITD6GV8V4IVCT92F4AMFTMB5LHHQ0,PLJ8CP71GQ68F6BJGDI6KRODV8M99740UO2SLF8JSRO4KOFCU6J0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
N2E6SRGF5F7N2BRO3NARPSFITD6GV8V4IVCT92F4AMFTMB5LHHQ0,PLJ8CP71GQ68F6BJGDI6KRODV8M99740UO2SLF8JSRO4KOFCU6J0,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
QQ1CFGB26NM4DJ5D51FO4RSB3V7VRG5DSFL7P1N8TQ4ERM6CPH4G,T22CNPO4HSFIPV79VMDTHTMRCNQDB1VCOVT3HGHV0EDD2JSQ5KDG,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
QQ1CFGB26NM4DJ5D51FO4RSB3V7VRG5DSFL7P1N8TQ4ERM6CPH4G,T22CNPO4HSFIPV79VMDTHTMRCNQDB1VCOVT3HGHV0EDD2JSQ5KDG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
AQBVVQN7FB4M9RU2O1MPDB9C0N0J9FNFP1L8TFUA63EVA4J0NREG,8782AJS3FEERL5T13I6KAMAPIMKUV9G4D84SNG7OQBGEFCF2FTS0,1,2.05,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
AQBVVQN7FB4M9RU2O1MPDB9C0N0J9FNFP1L8TFUA63EVA4J0NREG,8782AJS3FEERL5T13I6KAMAPIMKUV9G4D84SNG7OQBGEFCF2FTS0,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
9D6BFQM2NN1I628SFDU04EQGVQ3I7G8JD0M96F1E3DEOKMUMPIU0,CIQJ0QQFLJ1VTUKVOAIHV408HB68J4U9RDHA707M1JMCOKOL0A0G,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
9D6BFQM2NN1I628SFDU04EQGVQ3I7G8JD0M96F1E3DEOKMUMPIU0,CIQJ0QQFLJ1VTUKVOAIHV408HB68J4U9RDHA707M1JMCOKOL0A0G,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
KCQCHIV61Q9H9Q8S8D5R90KLVJIFGBIMMMN2BFFP5BM020NJO6K0,KN0HD5BMQ4B71D6HQOBFMSGHVTMU8U04E4V5VRUJUOC6G9C5NJJ0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
KCQCHIV61Q9H9Q8S8D5R90KLVJIFGBIMMMN2BFFP5BM020NJO6K0,KN0HD5BMQ4B71D6HQOBFMSGHVTMU8U04E4V5VRUJUOC6G9C5NJJ0,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LKJ3I7RTO0FULTCTOT6U3SA4ORFKOINKU41LB3GAJ4J5AKBBC64G,524OBCV5N6IDL5IM3INQGGA4F6LKOJBQ239QBK5CK6BAMR67DHM0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LKJ3I7RTO0FULTCTOT6U3SA4ORFKOINKU41LB3GAJ4J5AKBBC64G,524OBCV5N6IDL5IM3INQGGA4F6LKOJBQ239QBK5CK6BAMR67DHM0,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
HD099NUAJVKCJ006B8U5GNLVLE50RB7RCJA8NGOQQ2PERP0S1RL0,ISTAI5G9GUDCPH9H4NUDP30IDFDDEI02TBSEFDETUK5LINEUDBS0,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
HD099NUAJVKCJ006B8U5GNLVLE50RB7RCJA8NGOQQ2PERP0S1RL0,ISTAI5G9GUDCPH9H4NUDP30IDFDDEI02TBSEFDETUK5LINEUDBS0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
TT9V9O52INSSBU3SGTODA6EG56UQSKHN97K6GG25TOCNHLG9KU1G,IJ5CQ608E1P97SO10NO69GUGVRLV4BVAO29EVMB4CGJENGIF5P20,1,12.2,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
TT9V9O52INSSBU3SGTODA6EG56UQSKHN97K6GG25TOCNHLG9KU1G,IJ5CQ608E1P97SO10NO69GUGVRLV4BVAO29EVMB4CGJENGIF5P20,1,119.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IVHPUPOON762FOSBD5ACG6CKP4FC2FB9HFE2J4HF8SNILDMBRTU0,CD3VKANE5L0TPKLHRQCE8NUJA0C9FA38IBVVAL7I190DO07UK1K0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IVHPUPOON762FOSBD5ACG6CKP4FC2FB9HFE2J4HF8SNILDMBRTU0,CD3VKANE5L0TPKLHRQCE8NUJA0C9FA38IBVVAL7I190DO07UK1K0,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
6RKPA1UNJ2A80IAPHBTN36FFVEST25R5IQ9J65069B90MUG86JH0,L6M3OB9DM3B3S1FENDLR2I9MGQCB4RGMA0FCALULIC3LB2C6RVJ0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
6RKPA1UNJ2A80IAPHBTN36FFVEST25R5IQ9J65069B90MUG86JH0,L6M3OB9DM3B3S1FENDLR2I9MGQCB4RGMA0FCALULIC3LB2C6RVJ0,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LEO6DJQDFS723776CLB7G40UIQ6LBJKK1L4RJB926R14MRL3QFT0,OKMNOEN5G1KI2FHE4C81NOUC5VJN5GOKEI0VQ7VRHB72GJDCD8RG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LEO6DJQDFS723776CLB7G40UIQ6LBJKK1L4RJB926R14MRL3QFT0,OKMNOEN5G1KI2FHE4C81NOUC5VJN5GOKEI0VQ7VRHB72GJDCD8RG,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
V7H0LF4C5I9HHT7MHJMOHOAC7KR08DAJ5L4U110JMROI9J6POA30,3BRNJLUP2OQ29AGCD5V95PSVALF4AHBRLLF1EQMGK5SDAJC8K6KG,1,0.51,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
V7H0LF4C5I9HHT7MHJMOHOAC7KR08DAJ5L4U110JMROI9J6POA30,3BRNJLUP2OQ29AGCD5V95PSVALF4AHBRLLF1EQMGK5SDAJC8K6KG,1,4.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
CA3H38BG6K7TOFUKJDS92VI4M6QGTN25KKQCSJOOOIDDMPA028AG,QMTMHSQ8VBKL6R2CG4JOFGIEGBKJATJIUPINH7L2NSSFB1DOCO10,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
CA3H38BG6K7TOFUKJDS92VI4M6QGTN25KKQCSJOOOIDDMPA028AG,QMTMHSQ8VBKL6R2CG4JOFGIEGBKJATJIUPINH7L2NSSFB1DOCO10,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
86D6MF4P1VRE94LJUS8RSO779TPFLSJV4UFVC97DG8VNL57C10AG,CFQMTE8J8COGOJ69HKO58JU1KJEALO1K3B4EAR0TG05KEHJ1M13G,1,59.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
86D6MF4P1VRE94LJUS8RSO779TPFLSJV4UFVC97DG8VNL57C10AG,CFQMTE8J8COGOJ69HKO58JU1KJEALO1K3B4EAR0TG05KEHJ1M13G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
7133QPB2T5C7HH4LH0B9JNJ62PRNLNNOGQP6B863P6GL7CJ1TQU0,KB38VBC50NNDUESEPPRNGN47D95HQSMAG2N5DGSITLE9VPPTVM8G,1,0.82,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
7133QPB2T5C7HH4LH0B9JNJ62PRNLNNOGQP6B863P6GL7CJ1TQU0,KB38VBC50NNDUESEPPRNGN47D95HQSMAG2N5DGSITLE9VPPTVM8G,1,7.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
F5H2K0HQ3CD55MTU0CH0FGMPUEPI43I4H5EGB1AIRGPIHONTDFIG,S74DU7J37GVC9VVRTG0H5BUSTCQ8HHBA7PILUE4FGU6H2MLPNM10,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
F5H2K0HQ3CD55MTU0CH0FGMPUEPI43I4H5EGB1AIRGPIHONTDFIG,S74DU7J37GVC9VVRTG0H5BUSTCQ8HHBA7PILUE4FGU6H2MLPNM10,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
PBE97LN9R8PRFBVQOHK8NLNEVTU28MKJJ95UBH47GNN31D76DTJ0,BP1DO2JCH98RNGGA2PFDG5JSAEJ63SS1O3B9120JUOTB3ETQ7PO0,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
PBE97LN9R8PRFBVQOHK8NLNEVTU28MKJJ95UBH47GNN31D76DTJ0,BP1DO2JCH98RNGGA2PFDG5JSAEJ63SS1O3B9120JUOTB3ETQ7PO0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GHN9B22CL0APE49KC3MAMK36SUC347O70CGV32S5C6UBI0PM948G,RM9KECA9IUONSILCTCDFD5OHDSFDFKRQJDDE7NRQSNIV7R25BDTG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GHN9B22CL0APE49KC3MAMK36SUC347O70CGV32S5C6UBI0PM948G,RM9KECA9IUONSILCTCDFD5OHDSFDFKRQJDDE7NRQSNIV7R25BDTG,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
B4KH7L835M0EA1TNO9QCV6SGB4UM6N2JF1KLU8KUIBE95VDDP260,VF4HQLNJRG4UOTV404D05B8NJPQ6N8IP250R6U66TD7VDO7AU0JG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
B4KH7L835M0EA1TNO9QCV6SGB4UM6N2JF1KLU8KUIBE95VDDP260,VF4HQLNJRG4UOTV404D05B8NJPQ6N8IP250R6U66TD7VDO7AU0JG,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
4LUQ60IQTBJT7AO3I5VHUTU2L2EOTTQ2VTU4AKVSEDAIDQHM2J70,C83T8VK98OIEK48EGRCV5NIVNG64KOHHHRIV7U8E9U143BQRN890,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
4LUQ60IQTBJT7AO3I5VHUTU2L2EOTTQ2VTU4AKVSEDAIDQHM2J70,C83T8VK98OIEK48EGRCV5NIVNG64KOHHHRIV7U8E9U143BQRN890,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
FMUVB9710S9MJU3FUO5U37KO2PKIHV3S35ADM2UBMNI87UOPTV90,QEHL1801T9T78HES0R4CUM1VAPARNDR105JUU2J0EUMRBNT1TJPG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
FMUVB9710S9MJU3FUO5U37KO2PKIHV3S35ADM2UBMNI87UOPTV90,QEHL1801T9T78HES0R4CUM1VAPARNDR105JUU2J0EUMRBNT1TJPG,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
K7UJ7K2MKVCJQUP1SCV133E78KM5127NE1QT6A02IVGI1OKIR7T0,V39B01BSCI1GGMUE8TONC76DHK4NJOSSCFE57CA0DK9TTMT2K3O0,1,0.1,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
K7UJ7K2MKVCJQUP1SCV133E78KM5127NE1QT6A02IVGI1OKIR7T0,V39B01BSCI1GGMUE8TONC76DHK4NJOSSCFE57CA0DK9TTMT2K3O0,1,-18.99,USD,T0VXTSGKSYP5ZDAI,Not Applicable,Not Applicable,Price Amount,Coupon
K7UJ7K2MKVCJQUP1SCV133E78KM5127NE1QT6A02IVGI1OKIR7T0,V39B01BSCI1GGMUE8TONC76DHK4NJOSSCFE57CA0DK9TTMT2K3O0,1,19.98,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
K7UJ7K2MKVCJQUP1SCV133E78KM5127NE1QT6A02IVGI1OKIR7T0,V39B01BSCI1GGMUE8TONC76DHK4NJOSSCFE57CA0DK9TTMT2K3O0,1,0.0,USD,T0VXTSGKSYP5ZDAI,Not Applicable,Not Applicable,Tax,Coupon
TO36OR3ENRPR515T8G6VD0KGNK7NR05553CPQF5V7HC1SMV4OHCG,AB7TJFDQORB4JE4HHUMU9G2A6KU7OCPHHG1BIQ2I8KRP3B4HH990,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
TO36OR3ENRPR515T8G6VD0KGNK7NR05553CPQF5V7HC1SMV4OHCG,AB7TJFDQORB4JE4HHUMU9G2A6KU7OCPHHG1BIQ2I8KRP3B4HH990,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
BO64VSVQP36GRO6RJC3O2G942T7RSM19NOCCKLRGNNR01EEAN9T0,JS04E8C7TICM5SPBRE0273SRUAMLHCAAUPFLFNIHO1F4BH9KQOVG,1,0.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
BO64VSVQP36GRO6RJC3O2G942T7RSM19NOCCKLRGNNR01EEAN9T0,JS04E8C7TICM5SPBRE0273SRUAMLHCAAUPFLFNIHO1F4BH9KQOVG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
5U7AFGH5PTJGVSG831D016RITR8NOH2HOTN7GDP376B77R8MHNRG,5CTDUVKKEM1HGF60NIBP4GRT2UG69C6SC5Q81EBLPCUVLQ9BPUPG,1,7.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
5U7AFGH5PTJGVSG831D016RITR8NOH2HOTN7GDP376B77R8MHNRG,5CTDUVKKEM1HGF60NIBP4GRT2UG69C6SC5Q81EBLPCUVLQ9BPUPG,1,0.82,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
G2M4SDV24PJF4N945RH0EP3E9S1JB15SS9AJ80HQDU0BGB9P0KH0,03RLVAJLHFBD345MSUN7SB1VU4VCJRN9MKKOLOTJK98RO4OS0AAG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
G2M4SDV24PJF4N945RH0EP3E9S1JB15SS9AJ80HQDU0BGB9P0KH0,03RLVAJLHFBD345MSUN7SB1VU4VCJRN9MKKOLOTJK98RO4OS0AAG,1,0.92,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
