DigitalOrderItemId,DeliveryPacketId,AffectedItemQuantity,TransactionAmount,BaseCurrencyCode,ClaimCode,FXTransactionAmount,FXCurrencyCode,MonetaryComponentTypeCode,OfferTypeCode
EGAG8T6IV7JAF7GIICSKN4102U3CDI0VCL9MBQPFGHVOSC9ODNH0,GKA0MTAPDI7H0FAVGBJ7B1ELJODQ818SSOV5MSM1BD8FROGORCU0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LUU214EKE8O7GEAL5EM0PAFIDD1D7TNEAK3J2RADS9JQA30HV01G,LE7OCDSG3NDVDN0F63A0KHNOL4N1F066L2792R10HNQSMHBDILK0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LUU214EKE8O7GEAL5EM0PAFIDD1D7TNEAK3J2RADS9JQA30HV01G,LE7OCDSG3NDVDN0F63A0KHNOL4N1F066L2792R10HNQSMHBDILK0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
OK4KT835EQBB147MOR8SC25IUEKP3R0FM5CVD5I3LU9QVKU7FJJG,GNKQD8M11KD08SR4TL79UPLSJNNV6KK9S7Q2GHOGSH0TR0DF1RL0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
OK4KT835EQBB147MOR8SC25IUEKP3R0FM5CVD5I3LU9QVKU7FJJG,GNKQD8M11KD08SR4TL79UPLSJNNV6KK9S7Q2GHOGSH0TR0DF1RL0,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
A2EJ8975L26PPIBREDB824E60N32IUO7QHU975OPCG1IB07PFE60,V7JNODIEF9VNKGED41BSGIVU11MOCVSF7F6KEA8KHILQ3O3A76J0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Promotion
A2EJ8975L26PPIBREDB824E60N32IUO7QHU975OPCG1IB07PFE60,V7JNODIEF9VNKGED41BSGIVU11MOCVSF7F6KEA8KHILQ3O3A76J0,1,0.6,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
A2EJ8975L26PPIBREDB824E60N32IUO7QHU975OPCG1IB07PFE60,V7JNODIEF9VNKGED41BSGIVU11MOCVSF7F6KEA8KHILQ3O3A76J0,1,5.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
ENNDDMKMBCMFP9HJRIIAAPOEFDP8C9B94J1GPF3LMEFKEOEF1KK0,5CCIE1SKDSH28181RTH7KS79GQBKSOK6VUK1R22NRT6R0109O2T0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
ENNDDMKMBCMFP9HJRIIAAPOEFDP8C9B94J1GPF3LMEFKEOEF1KK0,5CCIE1SKDSH28181RTH7KS79GQBKSOK6VUK1R22NRT6R0109O2T0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
TGAGEAL845AJRUM90G2DGBP3753J29DMRI3CI98A2H7SM7H93JN0,671BIVG1BF2P2P7HMJMO35K8PA3O9DHN0E9H7N173M75P35B8QCG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
TGAGEAL845AJRUM90G2DGBP3753J29DMRI3CI98A2H7SM7H93JN0,671BIVG1BF2P2P7HMJMO35K8PA3O9DHN0E9H7N173M75P35B8QCG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
94RPUS71B9RSDEK8L6E74C3PGGB7A04N88FV7T2NF0MBFU6JOK90,R4H5KJMNODJQ8EIHJK5SCDTQN0DK3FSU9BND5NH1UBUNL377BOBG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
94RPUS71B9RSDEK8L6E74C3PGGB7A04N88FV7T2NF0MBFU6JOK90,R4H5KJMNODJQ8EIHJK5SCDTQN0DK3FSU9BND5NH1UBUNL377BOBG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
HL48DJKAE7C67REOJCV393203I1DILME4RLJH31K0GSMRL22EBNG,FI9GVEEQ3ENJ5FJR2NFL7DDLLHGOL4TQ16SBUTPFRS2UVAP91CK0,1,0.6,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
HL48DJKAE7C67REOJCV393203I1DILME4RLJH31K0GSMRL22EBNG,FI9GVEEQ3ENJ5FJR2NFL7DDLLHGOL4TQ16SBUTPFRS2UVAP91CK0,1,5.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
MKGGVCL3LQ9OVPNJ97BS41G0287JO0DNVDBKRQO52SH9I1H32R00,KM0RCRBJCBGE2A6PSF6QLSTIOS4AAS01NQJR34VRTLQQCAAII5B0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
MKGGVCL3LQ9OVPNJ97BS41G0287JO0DNVDBKRQO52SH9I1H32R00,KM0RCRBJCBGE2A6PSF6QLSTIOS4AAS01NQJR34VRTLQQCAAII5B0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LPH372OCU9J464R0PRGE058RUSN7ULIQNGAALCQACRJ71BHTPEDG,0GLGH6TEFR6GJNTN5FIF8ROOUI95RUS2AOQJ9B348DDER5FF57H0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LPH372OCU9J464R0PRGE058RUSN7ULIQNGAALCQACRJ71BHTPEDG,0GLGH6TEFR6GJNTN5FIF8ROOUI95RUS2AOQJ9B348DDER5FF57H0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
T1JSNSCPHISDPCC2DRAACEMG69QNMGSJFE1SB74EEFGTGJ3VQ16G,JF120UPGIKV25B62560VV8V1NP66OVPL6347LQ1GI8OQISUTPGJG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
T1JSNSCPHISDPCC2DRAACEMG69QNMGSJFE1SB74EEFGTGJ3VQ16G,JF120UPGIKV25B62560VV8V1NP66OVPL6347LQ1GI8OQISUTPGJG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
QU3FOM48IU3QKUNQ5GALKK8HJIMTUKNUGLH2PBKUJMFL52PV4FNG,JBA8OJU64S5EN6JVJI6SR2KH32I1H0PSIQ59D5GUP763C27CM45G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
QU3FOM48IU3QKUNQ5GALKK8HJIMTUKNUGLH2PBKUJMFL52PV4FNG,JBA8OJU64S5EN6JVJI6SR2KH32I1H0PSIQ59D5GUP763C27CM45G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
7ECKM238LI7T0CNTI9LKIN051R9HBQOPMUAD7PN62ANTGVVOH7NG,SVJSK3TG1UBM206HD2DMNBANNK9JJA4F4GLEVBTL25FM1R46HQQG,1,2.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
7ECKM238LI7T0CNTI9LKIN051R9HBQOPMUAD7PN62ANTGVVOH7NG,SVJSK3TG1UBM206HD2DMNBANNK9JJA4F4GLEVBTL25FM1R46HQQG,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
VRVJ1KFMTTTOR59EN0LD8K32MFF5N0ECHOVLJO2JVLHETVK9IGG0,U1L24MMCFB2Q26E384IVLI3P988SPA43RR2M0L7HTVNHIBEGTSU0,1,5.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
VRVJ1KFMTTTOR59EN0LD8K32MFF5N0ECHOVLJO2JVLHETVK9IGG0,U1L24MMCFB2Q26E384IVLI3P988SPA43RR2M0L7HTVNHIBEGTSU0,1,0.6,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
7FH3UNO7VKIJJ5G9E5EMMM72AVVLI1G7E8N51QLNL8KUTG1MBBG0,FG51J0HHPJE3AA57210Q80NS1JP0Q8IJM6S36NK0R4CTOBHA8H1G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
7FH3UNO7VKIJJ5G9E5EMMM72AVVLI1G7E8N51QLNL8KUTG1MBBG0,FG51J0HHPJE3AA57210Q80NS1JP0Q8IJM6S36NK0R4CTOBHA8H1G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
6032J3IE2V6K5TAOPJAD0OPT2TVJP1V76F1Q6IRJ4L5J168R4F7G,GNVUQQN8AC43UP8LFPULC041US8P58T6U7N6EDPSJ2AAGNPQHT8G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
6032J3IE2V6K5TAOPJAD0OPT2TVJP1V76F1Q6IRJ4L5J168R4F7G,GNVUQQN8AC43UP8LFPULC041US8P58T6U7N6EDPSJ2AAGNPQHT8G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
56JO4D8UC3ODP4I917UJ7MBJ6N8HS1TQVN7K6759QHJ6UG3RSFSG,JTG558057QTHAPP2EMMD6ERLNPU6EDDIUPQ92MBUPTHB6P3CNI6G,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
56JO4D8UC3ODP4I917UJ7MBJ6N8HS1TQVN7K6759QHJ6UG3RSFSG,JTG558057QTHAPP2EMMD6ERLNPU6EDDIUPQ92MBUPTHB6P3CNI6G,1,2.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
D2T9MGB3O4QGQJF8S3M0D1LJVGVQ8N4CNPKRH30DRM75MR1PG8A0,J4TI134BE7UJM1S103G1JIABF8RCTJEBRCSG40GNCLPOQPLO9KC0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
D2T9MGB3O4QGQJF8S3M0D1LJVGVQ8N4CNPKRH30DRM75MR1PG8A0,J4TI134BE7UJM1S103G1JIABF8RCTJEBRCSG40GNCLPOQPLO9KC0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
NGTB0TQRLRE5U5P4SGNPMN54NS8OFOCVDK92CV7BNCSBKI9IBB4G,S3EBV02L6QI8RP104VBNQAPPCISHTT520CJCI4J766AITGMTC9S0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
NGTB0TQRLRE5U5P4SGNPMN54NS8OFOCVDK92CV7BNCSBKI9IBB4G,S3EBV02L6QI8RP104VBNQAPPCISHTT520CJCI4J766AITGMTC9S0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
Q1V222RNQQFTKMLHEI58ENT48PFSK0VLUVG82QQPFTCV5KUR9R1G,824V2LREF3MI9T964UBJKE4MLT7SPA7OMLG7Q278CU9KUCG0KFPG,1,5.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
Q1V222RNQQFTKMLHEI58ENT48PFSK0VLUVG82QQPFTCV5KUR9R1G,824V2LREF3MI9T964UBJKE4MLT7SPA7OMLG7Q278CU9KUCG0KFPG,1,0.6,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
5SMOQBFC6LPJPNILF67RA9OO6EN8LS0FO93LKPI74H5IT2DAMJ7G,H2D0LTVHQIUP7DKV7TF9037E3E42F74RU95OGMHP3NARESI325E0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
5SMOQBFC6LPJPNILF67RA9OO6EN8LS0FO93LKPI74H5IT2DAMJ7G,H2D0LTVHQIUP7DKV7TF9037E3E42F74RU95OGMHP3NARESI325E0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
ILEAODVNU311MFPOM9A3VM0E2RIP73U84OPU8I8ELGCU4HKB6190,87PBD1Q9HRRHEG4SQD4LF2RUFNLOO5CL2TD6KLRF8QCHTKQS77VG,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
ILEAODVNU311MFPOM9A3VM0E2RIP73U84OPU8I8ELGCU4HKB6190,87PBD1Q9HRRHEG4SQD4LF2RUFNLOO5CL2TD6KLRF8QCHTKQS77VG,1,2.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
31RVON55H8QM3RLRURHCQP4VMP884U045GAU707C15P82M20P2G0,STRC2B4JKHEIO94RHQVOV75A71SO6F528U7QF3LM0PE965IU9ME0,1,2.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
31RVON55H8QM3RLRURHCQP4VMP884U045GAU707C15P82M20P2G0,STRC2B4JKHEIO94RHQVOV75A71SO6F528U7QF3LM0PE965IU9ME0,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IVBB2UPL1H241NQLGQCH0CB2RUAP4PT4HB3LODIMO1NN3933B4V0,U2AVOR43MUGBO4B60LV75GFVS5R779DBDQK0MPJFLRK87D2A1QL0,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IVBB2UPL1H241NQLGQCH0CB2RUAP4PT4HB3LODIMO1NN3933B4V0,U2AVOR43MUGBO4B60LV75GFVS5R779DBDQK0MPJFLRK87D2A1QL0,1,2.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
BOFNHG1S1L5LC6SRA307J4HJKHM3KHHPCK21OKFT7NTJB1BUI2DG,HU4L7VRSLS5ANIVFO52NF57GSL57DSJPDAF6BJUKVH6OUKBHDKOG,1,14.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
BOFNHG1S1L5LC6SRA307J4HJKHM3KHHPCK21OKFT7NTJB1BUI2DG,HU4L7VRSLS5ANIVFO52NF57GSL57DSJPDAF6BJUKVH6OUKBHDKOG,1,1.51,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
UOJG530M0AIO8TMFFGRDQHOU1JH0J5FCFII9255285HNQIPUVRS0,67FO5KQKCPOG5ABC3SKKB44722AISF592EO93UDUA9RSLSNB86R0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
UOJG530M0AIO8TMFFGRDQHOU1JH0J5FCFII9255285HNQIPUVRS0,67FO5KQKCPOG5ABC3SKKB44722AISF592EO93UDUA9RSLSNB86R0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LVL4E0JSLBVT24GEK8IVR94AS97U4A9QAEI39NLK4DOQ15TAQLCG,OE59C8NP5V9H59EUJS22EQK85DGSSIAUJK472QQT0SPOH685OUNG,1,14.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LVL4E0JSLBVT24GEK8IVR94AS97U4A9QAEI39NLK4DOQ15TAQLCG,OE59C8NP5V9H59EUJS22EQK85DGSSIAUJK472QQT0SPOH685OUNG,1,1.51,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
VHRTC9P4DBQNK8FN1HA9SVSO83QQUASOQOLBMLV09FJSTH92M030,DJKAU85L4VT9L6TL1UAQK6M87ONIGTD0PQIT34FA0BB97O3SJKM0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
VHRTC9P4DBQNK8FN1HA9SVSO83QQUASOQOLBMLV09FJSTH92M030,DJKAU85L4VT9L6TL1UAQK6M87ONIGTD0PQIT34FA0BB97O3SJKM0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IFF1EOVAUDUKJ9O2Q1MUH696H7G0M8OIDBGKM0BF91KA65B7R9K0,0JVQM3D4QMHGICVC3Q5A9DSPE78TQPDDEQNE3J5EP5QD47QJM8P0,1,1.51,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
IFF1EOVAUDUKJ9O2Q1MUH696H7G0M8OIDBGKM0BF91KA65B7R9K0,0JVQM3D4QMHGICVC3Q5A9DSPE78TQPDDEQNE3J5EP5QD47QJM8P0,1,14.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
E08HNTD63LC122E1T2FJS5DH0PVSEJB2JEBJNN72V2TO14P3JF8G,LH9VQPJBKVN5IOB62JFJG0U98DLN1B9BRO41H0QUS4DM2BECT3GG,1,2.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
E08HNTD63LC122E1T2FJS5DH0PVSEJB2JEBJNN72V2TO14P3JF8G,LH9VQPJBKVN5IOB62JFJG0U98DLN1B9BRO41H0QUS4DM2BECT3GG,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
U1JA46QRFBM50D64T641D2B0H7KKI1K8B0TF4SO7BTAD9DJM6P00,V02DFHFR4U4GVTVO3VJKG7I6O2L3SA0FH9129HS52QU81GBIB6SG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
U1JA46QRFBM50D64T641D2B0H7KKI1K8B0TF4SO7BTAD9DJM6P00,V02DFHFR4U4GVTVO3VJKG7I6O2L3SA0FH9129HS52QU81GBIB6SG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
D1BDV27IUVDH7TO9G76KBG492OHVV4R4B74K9RVI77D0SBDPEQ50,QQTPQBQMS4P96BT48CTFUMHBU5UPAPKKQL1G5C62QNIV6TJRP2AG,1,1.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
D1BDV27IUVDH7TO9G76KBG492OHVV4R4B74K9RVI77D0SBDPEQ50,QQTPQBQMS4P96BT48CTFUMHBU5UPAPKKQL1G5C62QNIV6TJRP2AG,1,13.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
9NOUNNQRUQSP8FU2TQK8FA4C2OG9CKOVBPPG7QD1OKMT7JS57E20,8ARGUU1349NIGPATR0CRDH30132HQLN0ISEFLCA4MPPAN2OAP7BG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
9NOUNNQRUQSP8FU2TQK8FA4C2OG9CKOVBPPG7QD1OKMT7JS57E20,8ARGUU1349NIGPATR0CRDH30132HQLN0ISEFLCA4MPPAN2OAP7BG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
FGL7VA4HBUQAV11H8B21401QGDHKDJ9TG9GO67QCIDEAI92Q1A50,9CDSHALENN4UDP5FBAO8PGTNER9EHN92L45OGNAVQFJVLHOGICPG,1,0.0,USD,KVSGHVCZN885GSAV,Not Applicable,Not Applicable,Tax,Coupon
FGL7VA4HBUQAV11H8B21401QGDHKDJ9TG9GO67QCIDEAI92Q1A50,9CDSHALENN4UDP5FBAO8PGTNER9EHN92L45OGNAVQFJVLHOGICPG,1,1.41,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
FGL7VA4HBUQAV11H8B21401QGDHKDJ9TG9GO67QCIDEAI92Q1A50,9CDSHALENN4UDP5FBAO8PGTNER9EHN92L45OGNAVQFJVLHOGICPG,1,14.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
FGL7VA4HBUQAV11H8B21401QGDHKDJ9TG9GO67QCIDEAI92Q1A50,9CDSHALENN4UDP5FBAO8PGTNER9EHN92L45OGNAVQFJVLHOGICPG,1,-1.0,USD,KVSGHVCZN885GSAV,Not Applicable,Not Applicable,Price Amount,Coupon
SP4FF1BUNK3E4K64GPHTUT2I4980EA4LQRJO7S6B2FV8LKI8UR60,7KVAIRQRSK7AK6HA5P6LR0H1C0RQARGC0SLQPTBCCSJ311CHUN1G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
SP4FF1BUNK3E4K64GPHTUT2I4980EA4LQRJO7S6B2FV8LKI8UR60,7KVAIRQRSK7AK6HA5P6LR0H1C0RQARGC0SLQPTBCCSJ311CHUN1G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
F0PH9CHEUJ8BDHSKCAAC6JK1ES4JSFCEUG5778V84FMST84CD800,450OHTE3L6OTECHSOVG63O723KL3LGROOIATUCSIRKGTNQNNPSR0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
F0PH9CHEUJ8BDHSKCAAC6JK1ES4JSFCEUG5778V84FMST84CD800,450OHTE3L6OTECHSOVG63O723KL3LGROOIATUCSIRKGTNQNNPSR0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
IEUBMSE964A2IMMF7Q8JQ3QFHIK1L562T05QCRM7A4EE3QV0FCM0,5K21VE2NLH60GT1A1VRHVKQBHV3A1IQ0OCQ9DKPLVKGPU7KOJJA0,1,119.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IEUBMSE964A2IMMF7Q8JQ3QFHIK1L562T05QCRM7A4EE3QV0FCM0,5K21VE2NLH60GT1A1VRHVKQBHV3A1IQ0OCQ9DKPLVKGPU7KOJJA0,1,12.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
DLTHBT0HGCMF8OSVL5KDIJDPMEIB4UF2FTLBTG6AIKT959NCT10G,F48NQBKVCQ4INOL08E184ECDLJCH5H523N7EJEI563H9BDAOC5I0,1,7.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
DLTHBT0HGCMF8OSVL5KDIJDPMEIB4UF2FTLBTG6AIKT959NCT10G,F48NQBKVCQ4INOL08E184ECDLJCH5H523N7EJEI563H9BDAOC5I0,1,0.81,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
9TU35UKC523N0QDS1LF6ACR77M5B1IB51P4QDSRG9F3AHBJDLE00,KENLIKCBAJ4KA92RJ7Q36VO2PGD660OGCOJTR5VOP2A0LFD44BU0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
9TU35UKC523N0QDS1LF6ACR77M5B1IB51P4QDSRG9F3AHBJDLE00,KENLIKCBAJ4KA92RJ7Q36VO2PGD660OGCOJTR5VOP2A0LFD44BU0,1,59.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
CRNGNMALM2PVT3JVGEJ9R3V7EGRN00BEAHL0EMEPC88N3CMIILRG,RV90PMR0M65DL4007J2V7EBV2U09JCJJT1F1ENDLHMHCE2DND1M0,1,1.01,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
CRNGNMALM2PVT3JVGEJ9R3V7EGRN00BEAHL0EMEPC88N3CMIILRG,RV90PMR0M65DL4007J2V7EBV2U09JCJJT1F1ENDLHMHCE2DND1M0,1,9.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
6KM0E0O2S3BCH3N8TTO0PFMRR2UT1OT9A2482C8MQ7DUBTMKRO4G,TA4IOEK26UJP3VVC3RASF1RT7H7BA2IHMUGQDNNIOKRK5FLQPJOG,1,1.01,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
6KM0E0O2S3BCH3N8TTO0PFMRR2UT1OT9A2482C8MQ7DUBTMKRO4G,TA4IOEK26UJP3VVC3RASF1RT7H7BA2IHMUGQDNNIOKRK5FLQPJOG,1,9.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GD9T2EIMLHQILF4UTVFA4N7K458KROFHFOE6RJN3BMEI5FIUJEQG,3QM2H1FJGOQV7IC75P2048RSGOE4G3B3LSC60DO3ODQDDAEUQ71G,1,1.01,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
GD9T2EIMLHQILF4UTVFA4N7K458KROFHFOE6RJN3BMEI5FIUJEQG,3QM2H1FJGOQV7IC75P2048RSGOE4G3B3LSC60DO3ODQDDAEUQ71G,1,9.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
6SFID3BOEIVBMP3L62NQQ275BO5QR9K1RQLKVG2OIEE3LNMEUICG,DEVCGVP51CLNEGGO6K9FS4SVPMOSUPGC0Q7DQNHTA40R1P8SUTJ0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
6SFID3BOEIVBMP3L62NQQ275BO5QR9K1RQLKVG2OIEE3LNMEUICG,DEVCGVP51CLNEGGO6K9FS4SVPMOSUPGC0Q7DQNHTA40R1P8SUTJ0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
4QNU3VP85IMT7ACA1RT1DUMUGI4QVSNC59LE795R9UB1HRLN8GU0,QQE16TE370JDMF1HRM3N638IJNQ0PMNO0GLJH0SC6GOLGMLE63F0,1,12.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
4QNU3VP85IMT7ACA1RT1DUMUGI4QVSNC59LE795R9UB1HRLN8GU0,QQE16TE370JDMF1HRM3N638IJNQ0PMNO0GLJH0SC6GOLGMLE63F0,1,1.31,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
HPLAE98KI3QKUAC0MDG36ADUUVUSFUSKLFGRUD4VBAQ8UCHVG610,03134HHENLEVLAJ9MB4PIKEP24TFO62C035BJ56BDS901NB133D0,1,0.3,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
HPLAE98KI3QKUAC0MDG36ADUUVUSFUSKLFGRUD4VBAQ8UCHVG610,03134HHENLEVLAJ9MB4PIKEP24TFO62C035BJ56BDS901NB133D0,1,2.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
7757PFKALM5L4Q22I8GGQJ73GP5LDUS4G11K3CU9M7V7FC5299NG,M63DEO0SUDT8T66C9NQR11QO59PA2J2KAVEC18M45JUGB3C04KPG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
7757PFKALM5L4Q22I8GGQJ73GP5LDUS4G11K3CU9M7V7FC5299NG,M63DEO0SUDT8T66C9NQR11QO59PA2J2KAVEC18M45JUGB3C04KPG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
1FR6HKEV64GMKPA5STI14UPABAG2IE7LJ7C2IEEJFOQ320SEKGSG,SEEIVIUFOLB93GE04AMV8CBALK7G2E6GL434STDDFGATGRC03F1G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
1FR6HKEV64GMKPA5STI14UPABAG2IE7LJ7C2IEEJFOQ320SEKGSG,SEEIVIUFOLB93GE04AMV8CBALK7G2E6GL434STDDFGATGRC03F1G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
RUOAKIR9K1HQ0R4QMRIKQV1DKTBD885R6CEDU5JD4GCBO1F83DB0,BM8VG63CGLDT6LVKKQE4DN0R6KGI6SBJC9L43DMJUT5QS3IE3D1G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
RUOAKIR9K1HQ0R4QMRIKQV1DKTBD885R6CEDU5JD4GCBO1F83DB0,BM8VG63CGLDT6LVKKQE4DN0R6KGI6SBJC9L43DMJUT5QS3IE3D1G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
AH72TBBJM8F9508897DQBDVV5O0HGOUNG0KG53V629239GHVVNS0,G1TD21A016UOA1L7SVHGEORRQIFH0ESVSRBJ7H934DHTMMF8K37G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
AH72TBBJM8F9508897DQBDVV5O0HGOUNG0KG53V629239GHVVNS0,G1TD21A016UOA1L7SVHGEORRQIFH0ESVSRBJ7H934DHTMMF8K37G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
