ASIN,ProductName,OrderId,DigitalOrderItemId,DeclaredCountryCode,BaseCurrencyCode,FulfilledDate,IsFulfilled,Marketplace,OrderDate,OriginalQuantity,OurPrice,OurPriceCurrencyCode,OurPriceTax,OurPriceTaxCurrencyCode,SellerOfRecord,Publisher,ThirdPartyDisplayPrice,ThirdPartyDisplayCurrencyCode,ListPriceAmount,ListPriceCurrencyCode,ListPriceTaxAmount,ListPriceTaxCurrencyCode,GiftItem,OrderingCustomerNickname,GiftCustomerNickname,GiftMessage,GiftEmail,RecipientEmail,GiftRedemption,ItemMergedFromAnotherOrder,QuantityOrdered,ItemFulfilled,ShipFrom,ShipTo,IsOrderEligibleForPrimeBenefit,OfferingSKU,FulfillmentMobileNumber,RechargeAmount,RechargeAmountCurrencyCode,SubscriptionOrderInfoList,PreviouslyPaidDigitalOrderItemId,PreviouslyPaidOrderId,InstallmentOurPrice,InstallmentOurPricePlusTax,DigitalOrderItemAttributes,InstallmentOurPriceCurrencyCode,InstallmentOurPricePlusTaxCurrencyCode
B08GSPC8G5,"The Martian",D01-8185979-9411413,V7H0LF4C5I9HHT7MHJMOHOAC7KR08DAJ5L4U110JMROI9J6POA30,US,USD,2022-01-01T05:08:00Z,Yes,www.amazon.com,2022-01-01T05:08:00Z,1,4.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,4.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-0287984-8742656,CA3H38BG6K7TOFUKJDS92VI4M6QGTN25KKQCSJOOOIDDMPA028AG,US,USD,2021-12-08T22:37:00Z,Yes,www.amazon.com,2021-12-08T22:37:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B077F87QFW,"Amazon Photos 1 TB plan",D01-7820353-9241828,86D6MF4P1VRE94LJUS8RSO779TPFLSJV4UFVC97DG8VNL57C10AG,US,USD,2021-11-26T20:29:00Z,Yes,www.amazon.com,2021-11-26T20:29:00Z,1,59.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,59.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:70YBY1RFK9Y90KGYAGH1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B071JZLL3V,"Yu-Gi-Oh: Dark Side of Dimensions",D01-2743656-5021055,7133QPB2T5C7HH4LH0B9JNJ62PRNLNNOGQP6B863P6GL7CJ1TQU0,US,USD,2021-11-20T21:05:00Z,Yes,www.amazon.com,2021-11-20T21:05:00Z,1,7.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,7.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-0567975-3760231,F5H2K0HQ3CD55MTU0CH0FGMPUEPI43I4H5EGB1AIRGPIHONTDFIG,US,USD,2021-11-08T04:09:00Z,Yes,www.amazon.com,2021-11-08T04:09:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-2825577-2864255,PBE97LN9R8PRFBVQOHK8NLNEVTU28MKJJ95UBH47GNN31D76DTJ0,US,USD,2021-10-08T04:17:00Z,Yes,www.amazon.com,2021-10-08T04:17:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-2028067-8905841,GHN9B22CL0APE49KC3MAMK36SUC347O70CGV32S5C6UBI0PM948G,US,USD,2021-09-08T04:43:00Z,Yes,www.amazon.com,2021-09-08T04:43:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-2175132-8585833,B4KH7L835M0EA1TNO9QCV6SGB4UM6N2JF1KLU8KUIBE95VDDP260,US,USD,2021-08-08T04:17:00Z,Yes,www.amazon.com,2021-08-08T04:17:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-7435439-9241814,4LUQ60IQTBJT7AO3I5VHUTU2L2EOTTQ2VTU4AKVSEDAIDQHM2J70,US,USD,2021-07-08T04:05:00Z,Yes,www.amazon.com,2021-07-08T04:05:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-0657217-0998668,FMUVB9710S9MJU3FUO5U37KO2PKIHV3S35ADM2UBMNI87UOPTV90,US,USD,2021-06-08T03:54:00Z,Yes,www.amazon.com,2021-06-08T03:54:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B08ZJZX3DC,"Kindle Unlimited",D01-2500084-7929854,K7UJ7K2MKVCJQUP1SCV133E78KM5127NE1QT6A02IVGI1OKIR7T0,US,USD,2021-05-25T14:38:00Z,Yes,www.amazon.com,2021-05-25T14:38:00Z,1,19.98,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,19.98,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:0TKKZKBJ1D703W6W3FJ1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-2378402-0662613,TO36OR3ENRPR515T8G6VD0KGNK7NR05553CPQF5V7HC1SMV4OHCG,US,USD,2021-05-08T04:02:00Z,Yes,www.amazon.com,2021-05-08T04:02:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B0186DGA92,"The Hunger Games: Mockingjay Part 2",D01-9592737-5549052,BO64VSVQP36GRO6RJC3O2G942T7RSM19NOCCKLRGNNR01EEAN9T0,US,USD,2021-05-02T03:49:00Z,Yes,www.amazon.com,2021-05-02T03:49:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B00L0M73XO,"The Hundred Dresses",D01-0492840-8992218,5U7AFGH5PTJGVSG831D016RITR8NOH2HOTN7GDP376B77R8MHNRG,US,USD,2021-04-13T15:37:00Z,Yes,www.amazon.com,2021-04-13T15:37:00Z,1,7.99,USD,Not Applicable,Not Applicable,"Houghton Mifflin Publishing",Not Applicable,Not Applicable,Not Applicable,7.99,USD,7.99,USD,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-8943121-1923453,G2M4SDV24PJF4N945RH0EP3E9S1JB15SS9AJ80HQDU0BGB9P0KH0,US,USD,2021-04-08T03:48:00Z,Yes,www.amazon.com,2021-04-08T03:48:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B00UBRHDRU,"Not Applicable",D01-9365782-0006614,19DA2OJ54GS8TR9V2U1VFR1C70NKAS7EK19ODTEPKBAI0IHJ3E9G,US,USD,2021-03-21T03:57:00Z,Yes,www.amazon.com,2021-03-21T03:57:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-5003736-5241814,2V46OBRHPMHHHGF6D6D6NBIJS3F4LGFBS5R74683LVVKSE0MTNR0,US,USD,2021-03-08T04:00:00Z,Yes,www.amazon.com,2021-03-08T04:00:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B00IUBM8PQ,"The Hunger Games: Catching Fire",D01-2039903-0989033,SQ8ITMK4M0LI0EENE791CA0RP887L9VLHQT9PAB4FU6NT922AH3G,US,USD,2021-03-07T04:45:00Z,Yes,www.amazon.com,2021-03-07T04:45:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B00L08QJWE,"Not Applicable",D01-3635251-0582636,IEN6O3DGDN37MOM5P645B0NU8MEGH1OV093U5OBQHHF3OBI4UOS0,US,USD,2021-02-21T19:19:00Z,Yes,www.amazon.com,2021-02-21T19:19:00Z,1,9.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,9.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-9637924-3958639,4IBDBRJ3CLM9OTSOCQEJ6UI8IU8RAB4I98OCPGPDHFN9IIC0QBB0,US,USD,2021-02-08T04:09:00Z,Yes,www.amazon.com,2021-02-08T04:09:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073XBG38V,"Prime Membership Fee",D01-8819973-3174610,5K2903IJBA77R2P2M23QE6U789CS7U4EQP54R19C2R0U195G9KEG,US,USD,2021-01-16T19:26:00Z,Yes,www.amazon.com,2021-01-16T19:26:00Z,1,119.0,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,119.0,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:1Q10XHAZ0NAFR13CHNNQ",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-6603797-0537858,7F004KP2LON88TQT62ARPT815TBO8RGHUANCOUUN3F5KAO6VBQLG,US,USD,2021-01-08T03:57:00Z,Yes,www.amazon.com,2021-01-08T03:57:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B072J84141,"Wonder Woman",D01-1956740-4957041,2QF6Q2M9TOCF54O3D84FV98UIVT6PU5FGT4L1P8P5BFMDJNDUK4G,US,USD,2020-12-26T03:49:00Z,Yes,www.amazon.com,2020-12-26T03:49:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B00JMJQJHI,"Not Applicable",D01-9593592-5270637,3QSTKKFKNI9PK3PKF0KNNUFPQIH31R9U8Q6H765K9G0MADNQGLKG,US,USD,2020-12-20T05:55:00Z,Yes,www.amazon.com,2020-12-20T05:55:00Z,1,17.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,17.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B01FV2C3OW,"The Nice Guys",D01-2970581-2313819,28OPGE3CFGRF7V9KE1NJ0U5J1DU4BM2I7TLVNIB64CJ4EQKE6KNG,US,USD,2020-12-18T04:24:00Z,Yes,www.amazon.com,2020-12-18T04:24:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-8374671-3408257,HPN8CFBCQ8DC8D9G4PVTGQSU7MTU33I15635VCL2ELFGP0FRFUI0,US,USD,2020-12-08T04:19:00Z,Yes,www.amazon.com,2020-12-08T04:19:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B00X5FYC7Y,"What We Do in the Shadows",D01-0008177-5318642,T20JSE7A6KUAQOLAMREB7F05NQCK0OBO31VAFD5GM6L1OJNBTDO0,US,USD,2020-12-07T03:43:00Z,Yes,www.amazon.com,2020-12-07T03:43:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B077F87QFW,"Amazon Photos 1 TB plan",D01-0697490-2829062,GVR70L8U2DL4G6P80NIKPI22QMR594JMSROHNPMSJHI81U8E10M0,US,USD,2020-11-26T20:29:00Z,Yes,www.amazon.com,2020-11-26T20:29:00Z,1,59.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,59.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:70YBY1RFK9Y90KGYAGH1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B00IMYZOBQ,"Gravity",D01-7226303-3481854,R6QFCKO3V3SF87R0FTH4MOKDNDJ9EKI0IFSV1CU5EJHP3DGU474G,US,USD,2020-11-23T04:28:00Z,Yes,www.amazon.com,2020-11-23T04:28:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B0759YH4QC,"The Lego Ninjago Movie",D01-8274952-4013044,SF2SMIDBG5FN6S2E2UCFDQ4DR9VN68FAKHOK4NT8H0O4KGM3EA6G,US,USD,2020-11-15T03:50:00Z,Yes,www.amazon.com,2020-11-15T03:50:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-3563932-5696256,0H9PQRA3MGA44R25HPMHFI5G2DHUKA4SV5E8V9IH8D91PG1VOK0G,US,USD,2020-11-08T04:12:00Z,Yes,www.amazon.com,2020-11-08T04:11:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-0386641-1488213,JE6JO9JD9718JRSGE0DFOENPVLGA7KJB9HK7F9KKNHMUF70LBBK0,US,USD,2020-10-08T04:23:00Z,Yes,www.amazon.com,2020-10-08T04:23:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B0036SNLZY,"Cloudy with a Chance of Meatballs",D01-1760253-2387466,2HMNR1K16VE6BA3QU55S7LOOIT9B1V1ERAJ24HSV98D57UUHV2I0,US,USD,2020-10-05T03:59:00Z,Yes,www.amazon.com,2020-10-05T03:59:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B08DRX7595,"Sing",D01-1745520-2307435,C6PD9KATP960SNM4074NEVK6OH2A823RDIIKS752PKOOV9N98QR0,US,USD,2020-09-20T03:45:00Z,Yes,www.amazon.com,2020-09-20T03:45:00Z,1,3.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,3.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
B073ZJYR1H,"STARZ",D01-5390975-8377842,V6BEPBV1PBL27SGHB5GPKOCL0DQ0EHVM5MCTS0Q0N755OVDND34G,US,USD,2020-09-08T03:53:00Z,Yes,www.amazon.com,2020-09-08T03:53:00Z,1,8.99,USD,Not Applicable,Not Applicable,"Amazon.com Services, Inc",Not Applicable,Not Applicable,Not Applicable,8.99,USD,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,Yes,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"subscriptionId:ERR9G5X12ZWV6KKFX3M1",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
